[Rodrigo Strauss] https://www.1bit.com.br  (post: hello_world)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: como_ter_um_melhor_blogue)
[artigo de Volker von Einem] http://voneinem-windbg.blogspot.com/2007/06/scan-full-process-memory-for-pattern.html  (post: encontrando_as_respostas_do_flash_pops)
[artigo sobre carregamento de DLLs arbitrárias] carregando_dlls_arbitrarias_pelo_windbg_parte_2  (post: encontrando_as_respostas_do_flash_pops)
[Thiago] http://www.codebehind.wordpress.com  (post: encontrando_as_respostas_do_flash_pops)
[tail recursion] http://en.wikipedia.org/wiki/Tail_recursion  (post: otimizacao_em_funcoes_recursivas)
[fatorial] http://pt.wikipedia.org/wiki/Fatorial  (post: otimizacao_em_funcoes_recursivas)
[RusKey] http://www.codeproject.com/KB/winsdk/ruskey.aspx  (post: keychanger_de_crianca)
[o Windows era em preto e branco] http://dqsoft.blogspot.com/2006/10/gerenciamento-de-memria-windows-16-bits.html  (post: compartilhando_variaveis_com_o_mundo)
[implementaçao das variáveis mapeadas globais] compartilhando_variaveis_com_o_mundo  (post: compartilhando_variaveis_com_o_mundo_v2)
[ViniGodoy] http://vinigodoy.wordpress.com  (post: process_monitor_e_o_monopolio_malcriado)
[Alberto Fabiano] http://techberto.wordpress.com  (post: process_monitor_e_o_monopolio_malcriado)
[The International Obfuscated C Code Contest] http://www.ioccc.org  (post: desconstruindo_ioccc)
[mençao desonrosa] http://www.ioccc.org/1984/anonymous/anonymous.c  (post: desconstruindo_ioccc)
[peculiaridades sobre o operador de subscrito] curiosidades_inuteis_o_operador_de_subscrito_em_c  (post: desconstruindo_ioccc)
[livro de KandR] the_c_programming_language  (post: desconstruindo_ioccc)
[referência GNU] https://ftp.gnu.org/old-gnu/Manuals/glibc-2.2.3/html_node/libc_231.html  (post: desconstruindo_ioccc)
[ViniGodoy] http://vinigodoy.wordpress.com  (post: desconstruindo_ioccc)
[nossa lei] https://www.planalto.gov.br/ccivil_03/leis/l9610.htm  (post: creative_commons)
[alguns tratados internacionais] https://www.scielo.br/j/ci/a/P46qw5NNYhnyxNb8g7VFq6S/?format=html&lang=pt  (post: creative_commons)
[Creative Commons] http://creativecommons.org\  (post: creative_commons)
[seguintes condiçoes] http://creativecommons.org/licenses/by-nc-nd/2.5/br/  (post: creative_commons)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: creative_commons)
[ViniGodoy] http://vinigodoy.wordpress.com  (post: os_diferentes_erros_na_linguagem_c)
[código do quake] https://github.com/id-Software/Quake  (post: os_diferentes_erros_na_linguagem_c)
[Marcio Andrey Oliveira] http://marcioandreyoliveira.blogspot.com/  (post: os_diferentes_erros_na_linguagem_c)
[referência GNU] https://ftp.gnu.org/old-gnu/Manuals/glibc-2.2.5/html_node/Null-Pointer-Constant.html  (post: codigos_de_entrevista_o_ponteiro_nulo)
[armadilhas em C] http://www.literateprogramming.com/ctraps.pdf  (post: codigos_de_entrevista_o_ponteiro_nulo)
[DQ] http://dqsoft.blospot.com  (post: codigos_de_entrevista_o_ponteiro_nulo)
[Alberto Fabiano] http://techberto.wordpress.com  (post: codigos_de_entrevista_o_ponteiro_nulo)
[Bleno] http://www.bleno.org  (post: codigos_de_entrevista_o_ponteiro_nulo)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: codigos_de_entrevista_o_ponteiro_nulo)
[um post na lista CCPPBRASIL] http://groups.google.com/group/ccppbrasil/browse_thread/thread/1e444ab3067baf55  (post: iteradores_nao_sao_constantes)
[Thiago R Adams] http://paginas.terra.com.br/informatica/thiago_adams/  (post: iteradores_nao_sao_constantes)
[a documentaçao da msdn] http://msdn2.microsoft.com/en-us/library/z2f3cb7h.aspx  (post: iteradores_nao_sao_constantes)
[Ataliba] http://www.ataliba.eti.br  (post: estranho)
[Fernando Roberto da Silva] http://www.driverentry.com.br  (post: estranho)
[Alan] http://www.fzort.org/jumpi/  (post: sed_grep)
["mother-fucker" livro] http://advancedwindowsdebugging.com/  (post: o_misterio_das_pilhas_diferentes)
[artigo] conversor_de_houaiss_para_babylon_parte_1  (post: o_misterio_das_pilhas_diferentes)
[WinBoard] http://www.tim-mann.org/xboard.html  (post: influence_board)
[GINA] gina_x_credential_provider  (post: como_rodar_qualquer_coisa_como_servico)
[artigo do Alex Ionescu] http://www.alex-ionescu.com/?p=59  (post: como_rodar_qualquer_coisa_como_servico)
[Thiago] http://codebehind.wordpress.com/  (post: como_rodar_qualquer_coisa_como_servico)
[NSSM] https://nssm.cc/  (post: como_rodar_qualquer_coisa_como_servico)
[Alberto Fabiano] http://techberto.wordpress.com  (post: quarto_encontro_cpp)
[Edgard Soares] http://groups.google.com/group/ccppbrasil/msg/6139413a375cfcd0  (post: quarto_encontro_cpp)
[depuraçao da BIOS usando SoftIce] debug_da_bios_com_o_softice_16_bits  (post: depuracao_da_mbr)
[Ralf Brown] http://www.ctyme.com/rbrown.htm  (post: depuracao_da_mbr)
[DQ] http://dqsoft.blogspot.com/  (post: backup_de_pobre)
[sistema de versionamento e controle de fontes] guia_basico_de_controle_de_codigo_centralizado  (post: backup_de_pobre)
[Alberto Fabiano] http://techberto.wordpress.com  (post: epa_ccpp_4_nossa_comunidade_ganhando_forma)
[PopolonY2k] http://www.planetamessenger.org  (post: try_catch_flutuante)
[4o. EPA-CCPP] epa_ccpp_4_nossa_comunidade_ganhando_forma  (post: try_catch_flutuante)
[engenharia reversa] conversor_de_houaiss_para_babylon_parte_2  (post: conversor_de_houaiss_para_babylon_parte_2)
[estar lembrados] conversor_de_houaiss_para_babylon_parte_1  (post: conversor_de_houaiss_para_babylon_parte_2)
[Renan de Araujo] http://www.renanimated.com  (post: conversor_de_houaiss_para_babylon_parte_2)
[Roberto Bechtlufft] http://eufedorotufedoraselefedora.wordpress.com  (post: conversor_de_houaiss_para_babylon_parte_2)
[artigo em que fazemos a engenharia reversa] conversor_de_houaiss_para_babylon_parte_1  (post: conversor_de_houaiss_para_babylon_parte_2)
[neste outro artigo] houaissparababylon_beta  (post: conversor_de_houaiss_para_babylon_parte_2)
[bugs escabrosos] analisando_dumps_com_windbg_e_ida  (post: aprendendo_assembly_com_o_depurador)
[aqui no bloque] depuracao_da_mbr  (post: aprendendo_assembly_com_o_depurador)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: aprendendo_assembly_com_o_depurador)
[aqui] http://dqsoft.blogspot.com/2007/09/pc-assember-volume-i.html  (post: aprendendo_assembly_com_o_depurador)
[escrevi a respeito] guia_basico_de_controle_de_codigo_centralizado  (post: guia_basico_de_controle_de_codigo_distribuido)
[disponível na web] http://ianclatworthy.files.wordpress.com/2007/10/dvcs-why-and-how3.pdf  (post: guia_basico_de_controle_de_codigo_distribuido)
[Git] https://git-scm.com/  (post: guia_basico_de_controle_de_codigo_distribuido)
[Mercurial] https://www.mercurial-scm.org/  (post: guia_basico_de_controle_de_codigo_distribuido)
[Bazaar] https://en.wikipedia.org/wiki/GNU_Bazaar  (post: guia_basico_de_controle_de_codigo_distribuido)
[colocar no site] http://www.1bit.com.br/content.1bit/weblog/ode_cpp  (post: ode_ao_cpp)
[linguagens de script] http://www.python.org/  (post: ode_ao_cpp)
[votos de sucesso] http://groups.google.com/group/ccppbrasil/msg/64f084207c068689  (post: ode_ao_cpp)
[Bazaar] http://bazaar-vcs.org/  (post: use_the_source_luke)
[Alberto Fabiano] http://techberto.wordpress.com  (post: use_the_source_luke)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: use_the_source_luke)
[Marcio Andrey Oliveira] http://marcioandreyoliveira.blogspot.com/  (post: projetos_no_caloni_com_br)
[o cara do 1bit] http://www.1bit.com.br  (post: rtfm)
[netiqueta] https://pt.wikipedia.org/wiki/Netiqueta  (post: rtfm)
[guia do usuário] http://doc.bazaar-vcs.org/bzr.dev/en/user-guide/#merging-changes  (post: como_tratar_um_merge_no_bazaar)
[depuraçao remota] windbg_a_distancia  (post: debug_user_mode_in_kernel_mode)
[depuraçao de kernel] http://www.driverentry.com.br  (post: debug_user_mode_in_kernel_mode)
[Marcio Andrey] http://marcioandreyoliveira.blogspot.com/search/label/GMouseTool  (post: mousetool)
[GMouseTool] http://gmousetool.sourceforge.net  (post: mousetool)
[apresentaçao nota dez] http://windbg.info/download/doc/pdf/WinDbg_A_to_Z_color.pdf  (post: aprendendo_conceitos_essenciais_do_windbg)
[traduçao para inglês] http://windbg.info/doc/2-windbg-a-z.html  (post: aprendendo_conceitos_essenciais_do_windbg)
[GINA] gina_x_credential_provider  (post: how_to_run_anything_as_a_service)
[Alex Ionescu article] http://www.alex-ionescu.com/?p=59  (post: how_to_run_anything_as_a_service)
[Thiago] http://codebehind.wordpress.com  (post: how_to_run_anything_as_a_service)
[NSSM] https://nssm.cc/  (post: how_to_run_anything_as_a_service)
[Bruno Sanches] http://bcsanches.wordpress.com  (post: visual_studio_criar_lib)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: visual_studio_criar_lib)
[Fábio Gallupo] http://fabiogaluppo.spaces.live.com  (post: resultado_seminario_ccpp)
[Rodrigo Strauss] http://www.1bit.com.br  (post: resultado_seminario_ccpp)
[Putty] http://www.chiark.greenend.org.uk/~sgtatham/putty/download.html  (post: launchpad_e_a_democracia_do_codigofonte)
[Marcio Andrey Oliveira] http://marcioandreyoliveira.blogspot.com  (post: declaracao_x_definicao)
[Mercurial] guia_basico_de_controle_de_codigo_distribuido  (post: guia_basico_de_repositorios_no_bazaar)
[Mounter] http://www.codimark.com/blog/  (post: guia_basico_de_repositorios_no_bazaar)
[boas vindas] hello_world2  (post: primeiro_ano_do_novo_calonicombr)
[jogo de xadrez] influence_board  (post: primeiro_ano_do_novo_calonicombr)
[que eu já escrevi] introducao_ao_softice  (post: primeiro_ano_do_novo_calonicombr)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: alinhamento_memoria_portavel)
[o programa do DriverEntry] http://www.driverentry.com.br/blog/2007/02/prog2svc-servio-sem-trabalho.html  (post: trabalhando_com_o_bazaar)
[de gelo] http://en.wikipedia.org/wiki/Wonder_Twins  (post: trabalhando_com_o_bazaar)
[Felipe Silveira] http://www.felipesilveira.com.br  (post: reflexao_em_c)
[ter problemas] typeid_e_os_perigos_do_nao_polimorfismo  (post: reflexao_em_c)
[Bruno Moreira Guedes] http://brunildz.blogspot.com/  (post: reflexao_em_c)
[Marcio Andrey Oliveira] http://marcioandreyoliveira.blogspot.com  (post: virtualbox)
[VirtualBox and open source] http://www.virtualbox.org/wiki/Editions  (post: virtualbox)
[primeiro artigo da série] conversor_de_houaiss_para_babylon_parte_1  (post: segunda_versao_houaiss2babylon)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: segunda_versao_houaiss2babylon)
[really good] https://archive.org/details/codebreakers_journal_vol1no2_7  (post: antidebugging_using_exceptions_part_one)
[AF.] http://techberto.wordpress.com  (post: aprendizado_kernel_mode)
[AF.] http://techberto.wordpress.com  (post: guia_iniciantes_driverentry)
[AF.] http://techberto.wordpress.com  (post: quando_programa_nao_quer_largar_arquivo)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: quando_programa_nao_quer_largar_arquivo)
[artigo de Roberto Farah] https://docs.microsoft.com/en-us/archive/blogs/debuggingtoolbox/special-commandexecute-commands-from-a-customized-user-interface-with-cmdtree  (post: reuna_seus_comandos_mais_usados_no_windbg_com_cmdtree)
[Volker von Einem] http://voneinem-windbg.blogspot.com/2008/09/amazing-helper-cmdtree.html  (post: reuna_seus_comandos_mais_usados_no_windbg_com_cmdtree)
[Dmitry Vostokov] http://www.dumpanalysis.org/blog/index.php/2008/09/18/cmdtreetxt-for-cda-checklist/  (post: reuna_seus_comandos_mais_usados_no_windbg_com_cmdtree)
[WYSIWYG] http://pt.wikipedia.org/wiki/Wysiwyg  (post: reuna_seus_comandos_mais_usados_no_windbg_com_cmdtree)
[em nosso grupo] https://groups.google.com/g/ccppbrasil  (post: v)
[criar um job] https://learn.microsoft.com/en-us/windows/win32/procthread/job-objects  (post: windows_jobs_com_completion_port)
[nao sei procurar direito] http://www.google.com.br/search?q=wait+all+processes+inside+job+object  (post: windows_jobs_com_completion_port)
[completion port] https://learn.microsoft.com/en-us/windows/win32/fileio/i-o-completion-ports  (post: windows_jobs_com_completion_port)
[Bruno Moreira Guedes] http://brunildz.blogspot.com/  (post: programador_com_pressa)
[Daniel Quadros] http://dqsoft.blogspot.com.br  (post: programador_com_pressa)
[sao precisos 10 anos] http://www.norvig.com/21-days.html  (post: programador_com_pressa)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: impressoes_quinto_encontro_ccppbr)
[Fernando Roberto] http://www.driverentry.com.br  (post: impressoes_quinto_encontro_ccppbr)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: cnasi_geracao_y_gastos_ti)
[WTL for MFC Programmers] http://www.codeproject.com/KB/wtl/wtl4mfc1.aspx  (post: como_usar_wtl_com_atl_ddk)
[ATL] http://www.1bit.com.br/content.1bit/weblog/sopa_de_letrinhas_ATL  (post: como_usar_wtl_com_atl_ddk)
[WTL] http://www.1bit.com.br/content.1bit/weblog/sopa_de_letrinhas_wtl  (post: como_usar_wtl_com_atl_ddk)
[Explicando a sopa de letrinhas da programaçao C/C++ para Windows: WTL] http://www.1bit.com.br/content.1bit/weblog/sopa_de_letrinhas_wtl  (post: como_usar_wtl_com_atl_ddk)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: como_usar_wtl_com_atl_ddk)
[Wikipédia em português] https://pt.wikipedia.org/wiki/Deadlock  (post: a_alca_dentro_do_fio_gerou_um_bloqueio_da_morte)
[Daniel Quadros] http://dqsoft.blogspot.com  (post: a_alca_dentro_do_fio_gerou_um_bloqueio_da_morte)
[ViniGodoy] http://vinigodoy.wordpress.com  (post: a_alca_dentro_do_fio_gerou_um_bloqueio_da_morte)
[minhas análises e código] conversor_de_houaiss_para_babylon_parte_1  (post: houaissparababylon_beta)
[base numérica] http://pt.wikipedia.org/wiki/Convers%C3%A3o_de_base_num%C3%A9rica  (post: basico_do_basico_tipos)
[ordenaçao de extremidades] http://pt.wikipedia.org/wiki/Extremidade_(ordena%C3%A7%C3%A3o)  (post: basico_do_basico_tipos)
[UNICODE] http://pt.wikipedia.org/wiki/UNICODE  (post: basico_do_basico_tipos)
[conjunto] http://dqsoft.blogspot.com/2009/01/simulando-um-computador-14.html  (post: basico_do_basico_assembly)
[bem] http://dqsoft.blogspot.com/2009/01/simulando-um-computador-24.html  (post: basico_do_basico_assembly)
[mais] http://dqsoft.blogspot.com/2009/01/simulando-um-computador-34.html  (post: basico_do_basico_assembly)
[detalhado] http://dqsoft.blogspot.com/2009/01/simulando-um-computador-44.html  (post: basico_do_basico_assembly)
[Fernando Roberto] http://www.driverentry.com.br  (post: funcoes_polegar)
[SysAllocString] http://msdn.microsoft.com/en-us/library/ms221458.aspx  (post: funcoes_polegar)
[Robert Kuster possui um saite] http://windbg.info/  (post: windbg_info)
[traduçao para inglês] http://windbg.info/doc/2-windbg-a-z.html  (post: windbg_info)
[Fernando Roberto] http://www.driverentry.com.br  (post: windbg_info)
[SergioCBJ] http://sergaralho.blogspot.com/  (post: windbg_info)
[Werner] http://www.wernermoecke.tk  (post: windbg_info)
[Daniel Quadros] http://dqsoft.blogspot.com.br  (post: resolvendo_bugs_quase_impossiveis)
[SpyStudio] http://www.nektra.com/products/spystudio/  (post: depurando_ate_o_ultimo_segundo)
[Fernando Roberto] http://www.driverentry.com.br  (post: depurando_ate_o_ultimo_segundo)
[DQ] http://dqsoft.blogspot.com  (post: depurando_ate_o_ultimo_segundo)
[CSI] csi_crashed_server_investigation  (post: depurando_ate_o_ultimo_segundo)
[este código-fonte] http://en.wikipedia.org/wiki/Whitespace_(programming_language)  (post: depurando_ate_o_ultimo_segundo)
[Alan] http://jumpi.wordpress.com  (post: depurando_ate_o_ultimo_segundo)
[Alan] http://jumpi.wordpress.com  (post: deixe_programador_programar)
[a fila das threads] a_fila_das_threads  (post: a_sala_da_fila_das_threads)
[A linguagem BCPL] historia_da_linguagem_c_parte_1  (post: meu_roteiro_c++)
[A linguagem B] historia_da_linguagem_c_parte_2  (post: meu_roteiro_c++)
[A "funçao" char] historia_da_linguagem_c_parte_2  (post: meu_roteiro_c++)
[O primeiro printf da história] historia_da_linguagem_c_parte_2  (post: meu_roteiro_c++)
[A linguagem C] the_c_programming_language  (post: meu_roteiro_c++)
[A linguagem C++] a_linguagem_de_programacao_cpp_o_inicio  (post: meu_roteiro_c++)
[O conceito programa] guia_basico_para_programadores_de_primeiro_int_main  (post: meu_roteiro_c++)
[O código-objeto] historia_da_linguagem_c_parte_1  (post: meu_roteiro_c++)
[Processo de compilaçao] os_diferentes_erros_na_linguagem_c  (post: meu_roteiro_c++)
[Declaraçao x definiçao] declaracao_x_definicao  (post: meu_roteiro_c++)
[Tipos] basico_do_basico_tipos  (post: meu_roteiro_c++)
[Lvalue x Rvalue] rvalue_e_o_novo_lvalue  (post: meu_roteiro_c++)
[A passagem por valor] passagem_por_valor_e_emails_com_anexo  (post: meu_roteiro_c++)
[Ponteiros] basico_do_basico_ponteiros  (post: meu_roteiro_c++)
[Estruturas e classes] estruturas_vs_classes_fight  (post: meu_roteiro_c++)
[Polimorfismo estático] polimorfismo_estatico  (post: meu_roteiro_c++)
[Herança] classe_objeto_contexto_metodo_polimorfismo  (post: meu_roteiro_c++)
[Polimorfismo dinâmico] vtable  (post: meu_roteiro_c++)
[Iteradores] se_iterando_com_os_pseudo_ponteiros_uma_breve_introducao  (post: meu_roteiro_c++)
[Funçao-objeto] sobrecarga_de_funcao_as_avessas  (post: meu_roteiro_c++)
[Templates] gabaritos  (post: meu_roteiro_c++)
[O conceito RAII] aquisicao_de_recurso_e_inicializacao  (post: meu_roteiro_c++)
[O operador de subscrito] curiosidades_inuteis_o_operador_de_subscrito_em_c  (post: meu_roteiro_c++)
[A proteçao protected] protecao_dos_membros_protected  (post: meu_roteiro_c++)
[Sizeof e strings literais] sizeof_de_novo  (post: meu_roteiro_c++)
[Uso de reflexao com typeid] reflexao_em_c  (post: meu_roteiro_c++)
[Typeid e o polimorfismo] typeid_e_os_perigos_do_nao_polimorfismo  (post: meu_roteiro_c++)
[Ponteiros de método] ponteiros_de_metodo_conceito_fundamental  (post: meu_roteiro_c++)
[Ponteiros de método e o this] ponteiro_de_metodo_qual_this_e_usado  (post: meu_roteiro_c++)
[Try-catch fora do corpo da funçao] try_catch_flutuante  (post: meu_roteiro_c++)
[Sobrecarga de operadores] sobrecarga_de_funcao_as_avessas  (post: meu_roteiro_c++)
[Biblioteca C no Windows] usando_a_libc_nativa_do_windows  (post: meu_roteiro_c++)
[Mobilidade da pilha com prinff] a_mobilidade_das_variaveis_no_printf  (post: meu_roteiro_c++)
[Erros comuns de iteradores] iteradores_nao_sao_constantes  (post: meu_roteiro_c++)
[Erros comuns de iniciantes] os_diferentes_erros_na_linguagem_c  (post: meu_roteiro_c++)
[Ponteiro nulo em entrevistas] codigos_de_entrevista_o_ponteiro_nulo  (post: meu_roteiro_c++)
[Nem todo ponteiro nulo é inválido] codigos_de_entrevista_o_ponteiro_nulo  (post: meu_roteiro_c++)
[Decifrando código obscuro] desconstruindo_ioccc  (post: meu_roteiro_c++)
[Usando do-while para evitar erros de macro] aquele_do_while_engracado  (post: meu_roteiro_c++)
[Sobrecarga por tipo de retorno] sobrecarga_de_funcao_as_avessas  (post: meu_roteiro_c++)
[teste do Joel] http://brazil.joelonsoftware.com/Articles/TheJoelTest.html  (post: como_compilar_em_somente_um_passo)
